Id,ProductId,UserId,Score,Time,Summary,Text,clean_text,sentiment,words,filtered_words
2033,B001E5E29A,A2DG3SCAOX0SDF,5,2012-07-27 00:00:00,"Family  breakfast  (Grand Kids & Kids, 20 of us)","""<a href=""""http://www.amazon.com/gp/product/B001E5E29A"""">Stonewall Kitchen Farmhouse Pancake and Waffle Mix",a hrefhttpwwwamazoncomgpproductb001e5e29astonewall kitchen farmhouse pancake and waffle mix,Positive,"[""a"",""hrefhttpwwwamazoncomgpproductb001e5e29astonewall"",""kitchen"",""farmhouse"",""pancake"",""and"",""waffle"",""mix""]","[""hrefhttpwwwamazoncomgpproductb001e5e29astonewall"",""kitchen"",""farmhouse"",""pancake"",""waffle"",""mix""]"
2717,B003NDA970,A1TL8ME5TPUM2Y,5,2008-10-09 00:00:00,Amish Baby White Popcorn,"I first had this popcorn at my 84 year old cousin's home. I thought it was so tender and delicious, and I wanted to buy some for myself. I found it on Amazon.com believe it or not!!!  Anyway, I ordered 6 pounds of it. All 6 pounds are now gone. This popcorn is REALLY good. It is different than other popcorns I have eaten because the kernels are small and very delicate. I consider myself a pro when it comes to popcorn because I have eaten it every night since I was a little girl. I usually eat my popcorn 1 kernel at a time, but since the kernels are so small, I ate it by the handful. My only complaint is that it does cost a lot to have it shipped. I wish I could find it locally so I would not have to pay for the shipping costs. If you like popcorn, I highly recommend it.",i first had this popcorn at my 84 year old cousins home i thought it was so tender and delicious and i wanted to buy some for myself i found it on amazoncom believe it or not anyway i ordered 6 pounds of it all 6 pounds are now gone this popcorn is really good it is different than other popcorns i have eaten because the kernels are small and very delicate i consider myself a pro when it comes to popcorn because i have eaten it every night since i was a little girl i usually eat my popcorn 1 kernel at a time but since the kernels are so small i ate it by the handful my only complaint is that it does cost a lot to have it shipped i wish i could find it locally so i would not have to pay for the shipping costs if you like popcorn i highly recommend it,Positive,"[""i"",""first"",""had"",""this"",""popcorn"",""at"",""my"",""84"",""year"",""old"",""cousins"",""home"",""i"",""thought"",""it"",""was"",""so"",""tender"",""and"",""delicious"",""and"",""i"",""wanted"",""to"",""buy"",""some"",""for"",""myself"",""i"",""found"",""it"",""on"",""amazoncom"",""believe"",""it"",""or"",""not"",""anyway"",""i"",""ordered"",""6"",""pounds"",""of"",""it"",""all"",""6"",""pounds"",""are"",""now"",""gone"",""this"",""popcorn"",""is"",""really"",""good"",""it"",""is"",""different"",""than"",""other"",""popcorns"",""i"",""have"",""eaten"",""because"",""the"",""kernels"",""are"",""small"",""and"",""very"",""delicate"",""i"",""consider"",""myself"",""a"",""pro"",""when"",""it"",""comes"",""to"",""popcorn"",""because"",""i"",""have"",""eaten"",""it"",""every"",""night"",""since"",""i"",""was"",""a"",""little"",""girl"",""i"",""usually"",""eat"",""my"",""popcorn"",""1"",""kernel"",""at"",""a"",""time"",""but"",""since"",""the"",""kernels"",""are"",""so"",""small"",""i"",""ate"",""it"",""by"",""the"",""handful"",""my"",""only"",""complaint"",""is"",""that"",""it"",""does"",""cost"",""a"",""lot"",""to"",""have"",""it"",""shipped"",""i"",""wish"",""i"",""could"",""find"",""it"",""locally"",""so"",""i"",""would"",""not"",""have"",""to"",""pay"",""for"",""the"",""shipping"",""costs"",""if"",""you"",""like"",""popcorn"",""i"",""highly"",""recommend"",""it""]","[""first"",""popcorn"",""84"",""year"",""old"",""cousins"",""home"",""thought"",""tender"",""delicious"",""wanted"",""buy"",""found"",""amazoncom"",""believe"",""anyway"",""ordered"",""6"",""pounds"",""6"",""pounds"",""gone"",""popcorn"",""really"",""good"",""different"",""popcorns"",""eaten"",""kernels"",""small"",""delicate"",""consider"",""pro"",""comes"",""popcorn"",""eaten"",""every"",""night"",""since"",""little"",""girl"",""usually"",""eat"",""popcorn"",""1"",""kernel"",""time"",""since"",""kernels"",""small"",""ate"",""handful"",""complaint"",""cost"",""lot"",""shipped"",""wish"",""find"",""locally"",""pay"",""shipping"",""costs"",""like"",""popcorn"",""highly"",""recommend""]"
2854,B0085G4ACA,A3QWO6TEQPUKZ2,5,2011-08-09 00:00:00,Vita Coco Water is Awsome,Vita coco water is taste great by itself or mixed up in a smoothie. It is great for re-hydration after a workout and has more potassium than a Banana.,vita coco water is taste great by itself or mixed up in a smoothie it is great for rehydration after a workout and has more potassium than a banana,Positive,"[""vita"",""coco"",""water"",""is"",""taste"",""great"",""by"",""itself"",""or"",""mixed"",""up"",""in"",""a"",""smoothie"",""it"",""is"",""great"",""for"",""rehydration"",""after"",""a"",""workout"",""and"",""has"",""more"",""potassium"",""than"",""a"",""banana""]","[""vita"",""coco"",""water"",""taste"",""great"",""mixed"",""smoothie"",""great"",""rehydration"",""workout"",""potassium"",""banana""]"
3001,B0009JI7O8,A38BTTQSSMU4SO,5,2012-07-20 00:00:00,feliciaflan,"I am very pleased with this product. I almost did not buy them because they looked green on my computer, but when I received them they were the normal tan color that most of them are.",i am very pleased with this product i almost did not buy them because they looked green on my computer but when i received them they were the normal tan color that most of them are,Positive,"[""i"",""am"",""very"",""pleased"",""with"",""this"",""product"",""i"",""almost"",""did"",""not"",""buy"",""them"",""because"",""they"",""looked"",""green"",""on"",""my"",""computer"",""but"",""when"",""i"",""received"",""them"",""they"",""were"",""the"",""normal"",""tan"",""color"",""that"",""most"",""of"",""them"",""are""]","[""pleased"",""product"",""almost"",""buy"",""looked"",""green"",""computer"",""received"",""normal"",""tan"",""color""]"
3262,B005K4Q1VI,A1OTH5C0YHR1TR,5,2012-04-10 00:00:00,"Kids Love it, Taste Best to me...","After drinking Swiss Miss watered down hot chocolates taste for so long, this is a very tasty creamy hot chocolate. My kids love it so I tried it and its the best I had in a while. I will be ordering more.",after drinking swiss miss watered down hot chocolates taste for so long this is a very tasty creamy hot chocolate my kids love it so i tried it and its the best i had in a while i will be ordering more,Positive,"[""after"",""drinking"",""swiss"",""miss"",""watered"",""down"",""hot"",""chocolates"",""taste"",""for"",""so"",""long"",""this"",""is"",""a"",""very"",""tasty"",""creamy"",""hot"",""chocolate"",""my"",""kids"",""love"",""it"",""so"",""i"",""tried"",""it"",""and"",""its"",""the"",""best"",""i"",""had"",""in"",""a"",""while"",""i"",""will"",""be"",""ordering"",""more""]","[""drinking"",""swiss"",""miss"",""watered"",""hot"",""chocolates"",""taste"",""long"",""tasty"",""creamy"",""hot"",""chocolate"",""kids"",""love"",""tried"",""best"",""ordering""]"
3689,B000ER1DIM,A29E5XZG57S090,5,2012-07-29 00:00:00,Great,My 1 year old loves these! Great snack! I've tried to find these at my stores and can't seem to get them very often. Love that they are organic and my one year old loves that Elmo is on the box!,my 1 year old loves these great snack ive tried to find these at my stores and cant seem to get them very often love that they are organic and my one year old loves that elmo is on the box,Positive,"[""my"",""1"",""year"",""old"",""loves"",""these"",""great"",""snack"",""ive"",""tried"",""to"",""find"",""these"",""at"",""my"",""stores"",""and"",""cant"",""seem"",""to"",""get"",""them"",""very"",""often"",""love"",""that"",""they"",""are"",""organic"",""and"",""my"",""one"",""year"",""old"",""loves"",""that"",""elmo"",""is"",""on"",""the"",""box""]","[""1"",""year"",""old"",""loves"",""great"",""snack"",""ive"",""tried"",""find"",""stores"",""cant"",""seem"",""get"",""often"",""love"",""organic"",""one"",""year"",""old"",""loves"",""elmo"",""box""]"
5729,B003TIVBSU,ADNUIKQNJPZAB,5,2011-02-24 00:00:00,Amazing Deal!,"Just received my beans today and wow!  There's an amazing amount for the price paid, they smell absolutely fantastic and came vacuum packed so they'll keep practically forever.",just received my beans today and wow theres an amazing amount for the price paid they smell absolutely fantastic and came vacuum packed so theyll keep practically forever,Positive,"[""just"",""received"",""my"",""beans"",""today"",""and"",""wow"",""theres"",""an"",""amazing"",""amount"",""for"",""the"",""price"",""paid"",""they"",""smell"",""absolutely"",""fantastic"",""and"",""came"",""vacuum"",""packed"",""so"",""theyll"",""keep"",""practically"",""forever""]","[""received"",""beans"",""today"",""wow"",""theres"",""amazing"",""amount"",""price"",""paid"",""smell"",""absolutely"",""fantastic"",""came"",""vacuum"",""packed"",""theyll"",""keep"",""practically"",""forever""]"
6244,B000E1HVW0,A1A9LDQVSFOC64,5,2011-08-31 00:00:00,Hard to find item delivered fast,"I had not been able to find Kraft Shake 'n Bake at the two (2)grocery stores where I shop.I was so glad to find this product available through Amazon.com. It was easy to order and was delivered very quickly. Great service.<br /><br />Thanks,<br />Laura W.<br />Phoenix AZ",i had not been able to find kraft shake n bake at the two 2grocery stores where i shopi was so glad to find this product available through amazoncom it was easy to order and was delivered very quickly great servicebr br thanksbr laura wbr phoenix az,Positive,"[""i"",""had"",""not"",""been"",""able"",""to"",""find"",""kraft"",""shake"",""n"",""bake"",""at"",""the"",""two"",""2grocery"",""stores"",""where"",""i"",""shopi"",""was"",""so"",""glad"",""to"",""find"",""this"",""product"",""available"",""through"",""amazoncom"",""it"",""was"",""easy"",""to"",""order"",""and"",""was"",""delivered"",""very"",""quickly"",""great"",""servicebr"",""br"",""thanksbr"",""laura"",""wbr"",""phoenix"",""az""]","[""able"",""find"",""kraft"",""shake"",""n"",""bake"",""two"",""2grocery"",""stores"",""shopi"",""glad"",""find"",""product"",""available"",""amazoncom"",""easy"",""order"",""delivered"",""quickly"",""great"",""servicebr"",""br"",""thanksbr"",""laura"",""wbr"",""phoenix"",""az""]"
6330,B001AW9PTO,A2OEZIIK61GDW0,4,2010-08-02 00:00:00,Good stuff,"These beef jerky strips are really good.  Texture is just right.  Flavor is peppery, but also just right.  Could be more smoky for me.  This is a repeat buy on my part.",these beef jerky strips are really good texture is just right flavor is peppery but also just right could be more smoky for me this is a repeat buy on my part,Positive,"[""these"",""beef"",""jerky"",""strips"",""are"",""really"",""good"",""texture"",""is"",""just"",""right"",""flavor"",""is"",""peppery"",""but"",""also"",""just"",""right"",""could"",""be"",""more"",""smoky"",""for"",""me"",""this"",""is"",""a"",""repeat"",""buy"",""on"",""my"",""part""]","[""beef"",""jerky"",""strips"",""really"",""good"",""texture"",""right"",""flavor"",""peppery"",""also"",""right"",""smoky"",""repeat"",""buy"",""part""]"
7617,B000TRFGGM,A22GYQRU4N67M7,5,2009-06-11 00:00:00,Could not be happier!,I ordered this and several other plants from this seller.<br /><br />I was quite suprised to find that the plant was much larger than I expected (with a full six heads on it!) and well packed. Every plant I got in this shipment is thriving and happy. It has been two weeks now and nothing has failed to thrive. This is more than I can say about others that I have bought from!<br /><br />I will be buying from this company again.,i ordered this and several other plants from this sellerbr br i was quite suprised to find that the plant was much larger than i expected with a full six heads on it and well packed every plant i got in this shipment is thriving and happy it has been two weeks now and nothing has failed to thrive this is more than i can say about others that i have bought frombr br i will be buying from this company again,Positive,"[""i"",""ordered"",""this"",""and"",""several"",""other"",""plants"",""from"",""this"",""sellerbr"",""br"",""i"",""was"",""quite"",""suprised"",""to"",""find"",""that"",""the"",""plant"",""was"",""much"",""larger"",""than"",""i"",""expected"",""with"",""a"",""full"",""six"",""heads"",""on"",""it"",""and"",""well"",""packed"",""every"",""plant"",""i"",""got"",""in"",""this"",""shipment"",""is"",""thriving"",""and"",""happy"",""it"",""has"",""been"",""two"",""weeks"",""now"",""and"",""nothing"",""has"",""failed"",""to"",""thrive"",""this"",""is"",""more"",""than"",""i"",""can"",""say"",""about"",""others"",""that"",""i"",""have"",""bought"",""frombr"",""br"",""i"",""will"",""be"",""buying"",""from"",""this"",""company"",""again""]","[""ordered"",""several"",""plants"",""sellerbr"",""br"",""quite"",""suprised"",""find"",""plant"",""much"",""larger"",""expected"",""full"",""six"",""heads"",""well"",""packed"",""every"",""plant"",""got"",""shipment"",""thriving"",""happy"",""two"",""weeks"",""nothing"",""failed"",""thrive"",""say"",""others"",""bought"",""frombr"",""br"",""buying"",""company""]"
7761,B001E5DZTS,ACRZORZLEHJX6,2,2012-05-21 00:00:00,"Tastes good, but not allergy-free.","Arrived in good condition, looks like well-made cans. Tastes nice, and I would love to use this product, but unfortunately, i got an allergic reaction from it.",arrived in good condition looks like wellmade cans tastes nice and i would love to use this product but unfortunately i got an allergic reaction from it,Negative,"[""arrived"",""in"",""good"",""condition"",""looks"",""like"",""wellmade"",""cans"",""tastes"",""nice"",""and"",""i"",""would"",""love"",""to"",""use"",""this"",""product"",""but"",""unfortunately"",""i"",""got"",""an"",""allergic"",""reaction"",""from"",""it""]","[""arrived"",""good"",""condition"",""looks"",""like"",""wellmade"",""cans"",""tastes"",""nice"",""love"",""use"",""product"",""unfortunately"",""got"",""allergic"",""reaction""]"
7928,B00166D8TW,A2T5PAXICCPR9T,3,2010-03-04 00:00:00,Egg Protein,"Although it is very high in protein, I thought the vanilla ice cream flavor was very bland. I would not buy this again as it was not tasty enough.",although it is very high in protein i thought the vanilla ice cream flavor was very bland i would not buy this again as it was not tasty enough,Neutral,"[""although"",""it"",""is"",""very"",""high"",""in"",""protein"",""i"",""thought"",""the"",""vanilla"",""ice"",""cream"",""flavor"",""was"",""very"",""bland"",""i"",""would"",""not"",""buy"",""this"",""again"",""as"",""it"",""was"",""not"",""tasty"",""enough""]","[""although"",""high"",""protein"",""thought"",""vanilla"",""ice"",""cream"",""flavor"",""bland"",""buy"",""tasty"",""enough""]"
7979,B004WM0ZTS,A30H0CBRYEAZBP,5,2010-04-27 00:00:00,Delightful coffee,I tried the Starbucks Instant coffee.. Not only does it taste like coffee.. but there is no after taste like you get with other instant coffees. I give this 2 thumbs up!!!!,i tried the starbucks instant coffee not only does it taste like coffee but there is no after taste like you get with other instant coffees i give this 2 thumbs up,Positive,"[""i"",""tried"",""the"",""starbucks"",""instant"",""coffee"",""not"",""only"",""does"",""it"",""taste"",""like"",""coffee"",""but"",""there"",""is"",""no"",""after"",""taste"",""like"",""you"",""get"",""with"",""other"",""instant"",""coffees"",""i"",""give"",""this"",""2"",""thumbs"",""up""]","[""tried"",""starbucks"",""instant"",""coffee"",""taste"",""like"",""coffee"",""taste"",""like"",""get"",""instant"",""coffees"",""give"",""2"",""thumbs""]"
8866,B001QW6LMW,A1STLRFIQ8KG5,5,2011-09-13 00:00:00,A must try for picky eaters!!,"I started out by purchasing the 4 oz trial package of Summer Brushtail and my little girl absolutely LOVED it!!  Now I am getting the larger package so we don't run out.  My Chinese Crested suffers allergies to poultry and grains and was pretty much limited to a red meat diet.  Since she is a hairless variety she was on a red meat formula coated in herring oil for her skin.  The herring left her with fish breath all the time.  This is a great alternative to the fish because the richness in omega 3 and 6 fatty acids and no more fish breath!!  Since she has been on this her skin quality is much better.  This is also great to mix with kibble if you have a picky little eater like I do, just mix a tbsp up in the kibble and you end up with a happy plate every time.",i started out by purchasing the 4 oz trial package of summer brushtail and my little girl absolutely loved it now i am getting the larger package so we dont run out my chinese crested suffers allergies to poultry and grains and was pretty much limited to a red meat diet since she is a hairless variety she was on a red meat formula coated in herring oil for her skin the herring left her with fish breath all the time this is a great alternative to the fish because the richness in omega 3 and 6 fatty acids and no more fish breath since she has been on this her skin quality is much better this is also great to mix with kibble if you have a picky little eater like i do just mix a tbsp up in the kibble and you end up with a happy plate every time,Positive,"[""i"",""started"",""out"",""by"",""purchasing"",""the"",""4"",""oz"",""trial"",""package"",""of"",""summer"",""brushtail"",""and"",""my"",""little"",""girl"",""absolutely"",""loved"",""it"",""now"",""i"",""am"",""getting"",""the"",""larger"",""package"",""so"",""we"",""dont"",""run"",""out"",""my"",""chinese"",""crested"",""suffers"",""allergies"",""to"",""poultry"",""and"",""grains"",""and"",""was"",""pretty"",""much"",""limited"",""to"",""a"",""red"",""meat"",""diet"",""since"",""she"",""is"",""a"",""hairless"",""variety"",""she"",""was"",""on"",""a"",""red"",""meat"",""formula"",""coated"",""in"",""herring"",""oil"",""for"",""her"",""skin"",""the"",""herring"",""left"",""her"",""with"",""fish"",""breath"",""all"",""the"",""time"",""this"",""is"",""a"",""great"",""alternative"",""to"",""the"",""fish"",""because"",""the"",""richness"",""in"",""omega"",""3"",""and"",""6"",""fatty"",""acids"",""and"",""no"",""more"",""fish"",""breath"",""since"",""she"",""has"",""been"",""on"",""this"",""her"",""skin"",""quality"",""is"",""much"",""better"",""this"",""is"",""also"",""great"",""to"",""mix"",""with"",""kibble"",""if"",""you"",""have"",""a"",""picky"",""little"",""eater"",""like"",""i"",""do"",""just"",""mix"",""a"",""tbsp"",""up"",""in"",""the"",""kibble"",""and"",""you"",""end"",""up"",""with"",""a"",""happy"",""plate"",""every"",""time""]","[""started"",""purchasing"",""4"",""oz"",""trial"",""package"",""summer"",""brushtail"",""little"",""girl"",""absolutely"",""loved"",""getting"",""larger"",""package"",""dont"",""run"",""chinese"",""crested"",""suffers"",""allergies"",""poultry"",""grains"",""pretty"",""much"",""limited"",""red"",""meat"",""diet"",""since"",""hairless"",""variety"",""red"",""meat"",""formula"",""coated"",""herring"",""oil"",""skin"",""herring"",""left"",""fish"",""breath"",""time"",""great"",""alternative"",""fish"",""richness"",""omega"",""3"",""6"",""fatty"",""acids"",""fish"",""breath"",""since"",""skin"",""quality"",""much"",""better"",""also"",""great"",""mix"",""kibble"",""picky"",""little"",""eater"",""like"",""mix"",""tbsp"",""kibble"",""end"",""happy"",""plate"",""every"",""time""]"
9607,B002PO09MS,A1IM2TDFYXYCBY,1,2012-07-20 00:00:00,This is the first review I have ever written...,"...so you know I am serious. I would give it a 0, were it an option. I love Amazon - they have never let me down, so I am hoping they come through for me when I file a claim with them.<br /><br />The product was rock hard, so I followed the enclosed instructions and heated it even less than the recommended time in the microwave. It kneaded easily enough and smelled/ tasted good. When it came to rolling, I could tell immediately that this was going to be a challenge. Sure enough, it tore all over the place. Redo. I used cornstarch, the way I was taught, and it still stuck to every surface as if it were too warm or wet, yet cracked as if it were too dry. Nothing made it cooperate, so I lowered my standards and draped it anyway. Durring the two-foot trip from the rolling surface to the cake, it ripped in several places and the application to the cake ended in absolute disaster. No, I did not roll it too thin. Yes, I used cornstarch (even though the packaging specifically claims it is unnecessary.) It sucks. The end.",so you know i am serious i would give it a 0 were it an option i love amazon they have never let me down so i am hoping they come through for me when i file a claim with thembr br the product was rock hard so i followed the enclosed instructions and heated it even less than the recommended time in the microwave it kneaded easily enough and smelled tasted good when it came to rolling i could tell immediately that this was going to be a challenge sure enough it tore all over the place redo i used cornstarch the way i was taught and it still stuck to every surface as if it were too warm or wet yet cracked as if it were too dry nothing made it cooperate so i lowered my standards and draped it anyway durring the twofoot trip from the rolling surface to the cake it ripped in several places and the application to the cake ended in absolute disaster no i did not roll it too thin yes i used cornstarch even though the packaging specifically claims it is unnecessary it sucks the end,Negative,"[""so"",""you"",""know"",""i"",""am"",""serious"",""i"",""would"",""give"",""it"",""a"",""0"",""were"",""it"",""an"",""option"",""i"",""love"",""amazon"",""they"",""have"",""never"",""let"",""me"",""down"",""so"",""i"",""am"",""hoping"",""they"",""come"",""through"",""for"",""me"",""when"",""i"",""file"",""a"",""claim"",""with"",""thembr"",""br"",""the"",""product"",""was"",""rock"",""hard"",""so"",""i"",""followed"",""the"",""enclosed"",""instructions"",""and"",""heated"",""it"",""even"",""less"",""than"",""the"",""recommended"",""time"",""in"",""the"",""microwave"",""it"",""kneaded"",""easily"",""enough"",""and"",""smelled"",""tasted"",""good"",""when"",""it"",""came"",""to"",""rolling"",""i"",""could"",""tell"",""immediately"",""that"",""this"",""was"",""going"",""to"",""be"",""a"",""challenge"",""sure"",""enough"",""it"",""tore"",""all"",""over"",""the"",""place"",""redo"",""i"",""used"",""cornstarch"",""the"",""way"",""i"",""was"",""taught"",""and"",""it"",""still"",""stuck"",""to"",""every"",""surface"",""as"",""if"",""it"",""were"",""too"",""warm"",""or"",""wet"",""yet"",""cracked"",""as"",""if"",""it"",""were"",""too"",""dry"",""nothing"",""made"",""it"",""cooperate"",""so"",""i"",""lowered"",""my"",""standards"",""and"",""draped"",""it"",""anyway"",""durring"",""the"",""twofoot"",""trip"",""from"",""the"",""rolling"",""surface"",""to"",""the"",""cake"",""it"",""ripped"",""in"",""several"",""places"",""and"",""the"",""application"",""to"",""the"",""cake"",""ended"",""in"",""absolute"",""disaster"",""no"",""i"",""did"",""not"",""roll"",""it"",""too"",""thin"",""yes"",""i"",""used"",""cornstarch"",""even"",""though"",""the"",""packaging"",""specifically"",""claims"",""it"",""is"",""unnecessary"",""it"",""sucks"",""the"",""end""]","[""know"",""serious"",""give"",""0"",""option"",""love"",""amazon"",""never"",""let"",""hoping"",""come"",""file"",""claim"",""thembr"",""br"",""product"",""rock"",""hard"",""followed"",""enclosed"",""instructions"",""heated"",""even"",""less"",""recommended"",""time"",""microwave"",""kneaded"",""easily"",""enough"",""smelled"",""tasted"",""good"",""came"",""rolling"",""tell"",""immediately"",""going"",""challenge"",""sure"",""enough"",""tore"",""place"",""redo"",""used"",""cornstarch"",""way"",""taught"",""still"",""stuck"",""every"",""surface"",""warm"",""wet"",""yet"",""cracked"",""dry"",""nothing"",""made"",""cooperate"",""lowered"",""standards"",""draped"",""anyway"",""durring"",""twofoot"",""trip"",""rolling"",""surface"",""cake"",""ripped"",""several"",""places"",""application"",""cake"",""ended"",""absolute"",""disaster"",""roll"",""thin"",""yes"",""used"",""cornstarch"",""even"",""though"",""packaging"",""specifically"",""claims"",""unnecessary"",""sucks"",""end""]"
10586,B0052BRWIU,A2YL92F1Y25CZQ,5,2012-02-27 00:00:00,Addicting,They taste slightly different from what I remember of Fig Newtons (obviously distinct).  I was a little surprised at first; it seemed maybe a little more clay-like?  And then they grew on me.  They're addicting.,they taste slightly different from what i remember of fig newtons obviously distinct i was a little surprised at first it seemed maybe a little more claylike and then they grew on me theyre addicting,Positive,"[""they"",""taste"",""slightly"",""different"",""from"",""what"",""i"",""remember"",""of"",""fig"",""newtons"",""obviously"",""distinct"",""i"",""was"",""a"",""little"",""surprised"",""at"",""first"",""it"",""seemed"",""maybe"",""a"",""little"",""more"",""claylike"",""and"",""then"",""they"",""grew"",""on"",""me"",""theyre"",""addicting""]","[""taste"",""slightly"",""different"",""remember"",""fig"",""newtons"",""obviously"",""distinct"",""little"",""surprised"",""first"",""seemed"",""maybe"",""little"",""claylike"",""grew"",""theyre"",""addicting""]"
10623,B004GU3YXU,A2Q124J8QC23AJ,5,2012-07-20 00:00:00,I really like Nutiva's hemp seeds!,"I read a lot of the [mixed] reviews here, and I ordered the product.  I actually tried a small bag at the local Co-op.  I absolutely love them.  They are very tasty and have a not-too sweet nutty flavor.  Yes, there are some color variations in the bag, but it doesn't change the texture or flavor.  I eat them in salads, smoothies, with oatmeal, made chocolate candy with them, and eat them straight out of the bag!  I have not found a negative thing about them.  You should try them, you might like them as much as I do!  And, they are organic which is important to me.",i read a lot of the mixed reviews here and i ordered the product i actually tried a small bag at the local coop i absolutely love them they are very tasty and have a nottoo sweet nutty flavor yes there are some color variations in the bag but it doesnt change the texture or flavor i eat them in salads smoothies with oatmeal made chocolate candy with them and eat them straight out of the bag i have not found a negative thing about them you should try them you might like them as much as i do and they are organic which is important to me,Positive,"[""i"",""read"",""a"",""lot"",""of"",""the"",""mixed"",""reviews"",""here"",""and"",""i"",""ordered"",""the"",""product"",""i"",""actually"",""tried"",""a"",""small"",""bag"",""at"",""the"",""local"",""coop"",""i"",""absolutely"",""love"",""them"",""they"",""are"",""very"",""tasty"",""and"",""have"",""a"",""nottoo"",""sweet"",""nutty"",""flavor"",""yes"",""there"",""are"",""some"",""color"",""variations"",""in"",""the"",""bag"",""but"",""it"",""doesnt"",""change"",""the"",""texture"",""or"",""flavor"",""i"",""eat"",""them"",""in"",""salads"",""smoothies"",""with"",""oatmeal"",""made"",""chocolate"",""candy"",""with"",""them"",""and"",""eat"",""them"",""straight"",""out"",""of"",""the"",""bag"",""i"",""have"",""not"",""found"",""a"",""negative"",""thing"",""about"",""them"",""you"",""should"",""try"",""them"",""you"",""might"",""like"",""them"",""as"",""much"",""as"",""i"",""do"",""and"",""they"",""are"",""organic"",""which"",""is"",""important"",""to"",""me""]","[""read"",""lot"",""mixed"",""reviews"",""ordered"",""product"",""actually"",""tried"",""small"",""bag"",""local"",""coop"",""absolutely"",""love"",""tasty"",""nottoo"",""sweet"",""nutty"",""flavor"",""yes"",""color"",""variations"",""bag"",""doesnt"",""change"",""texture"",""flavor"",""eat"",""salads"",""smoothies"",""oatmeal"",""made"",""chocolate"",""candy"",""eat"",""straight"",""bag"",""found"",""negative"",""thing"",""try"",""might"",""like"",""much"",""organic"",""important""]"
10796,B001GM969M,A1RCBMPF7MHOSU,5,2010-07-24 00:00:00,great product,"Product was shipped ultra quick - USPS priority. Packaged in no-tamper bag. This granulated honey is great in oatmeal, cooking, coffee, tea, on cereal, etc. It's sweeter than sugar. I give seller an A+++++",product was shipped ultra quick usps priority packaged in notamper bag this granulated honey is great in oatmeal cooking coffee tea on cereal etc its sweeter than sugar i give seller an a,Positive,"[""product"",""was"",""shipped"",""ultra"",""quick"",""usps"",""priority"",""packaged"",""in"",""notamper"",""bag"",""this"",""granulated"",""honey"",""is"",""great"",""in"",""oatmeal"",""cooking"",""coffee"",""tea"",""on"",""cereal"",""etc"",""its"",""sweeter"",""than"",""sugar"",""i"",""give"",""seller"",""an"",""a""]","[""product"",""shipped"",""ultra"",""quick"",""usps"",""priority"",""packaged"",""notamper"",""bag"",""granulated"",""honey"",""great"",""oatmeal"",""cooking"",""coffee"",""tea"",""cereal"",""etc"",""sweeter"",""sugar"",""give"",""seller""]"
10826,B000XSJLWM,A2E95SV4YQ77E2,5,2011-04-21 00:00:00,Wonderful breakfast cereal,Almost every morning I reach for the Organic Hot Oatmeal Hemp Plus.  It has more body than the typical grocery store instant oatmeal.  It is rich in whole grains and full of fiber.  It is not too sweet; I usally add a teaspoon of my favorite sweetener.  I highly recommend this product.,almost every morning i reach for the organic hot oatmeal hemp plus it has more body than the typical grocery store instant oatmeal it is rich in whole grains and full of fiber it is not too sweet i usally add a teaspoon of my favorite sweetener i highly recommend this product,Positive,"[""almost"",""every"",""morning"",""i"",""reach"",""for"",""the"",""organic"",""hot"",""oatmeal"",""hemp"",""plus"",""it"",""has"",""more"",""body"",""than"",""the"",""typical"",""grocery"",""store"",""instant"",""oatmeal"",""it"",""is"",""rich"",""in"",""whole"",""grains"",""and"",""full"",""of"",""fiber"",""it"",""is"",""not"",""too"",""sweet"",""i"",""usally"",""add"",""a"",""teaspoon"",""of"",""my"",""favorite"",""sweetener"",""i"",""highly"",""recommend"",""this"",""product""]","[""almost"",""every"",""morning"",""reach"",""organic"",""hot"",""oatmeal"",""hemp"",""plus"",""body"",""typical"",""grocery"",""store"",""instant"",""oatmeal"",""rich"",""whole"",""grains"",""full"",""fiber"",""sweet"",""usally"",""add"",""teaspoon"",""favorite"",""sweetener"",""highly"",""recommend"",""product""]"
10841,B0034KP00S,A2HS6ND7J8IQ0L,2,2012-04-30 00:00:00,Not the same as the canned version,"""I expected that these canisters of Blue Diamond """"Roasted Almonds - Honey"""" would be the same product as the little cans of Blue Diamond """"Honey Roasted Almonds"""" ( <a href=""""http://www.amazon.com/gp/product/B000ZSZ5PW"""">Blue Diamond Almonds Honey Roast",i expected that these canisters of blue diamond roasted almonds honey would be the same product as the little cans of blue diamond honey roasted almonds a hrefhttpwwwamazoncomgpproductb000zsz5pwblue diamond almonds honey roast,Negative,"[""i"",""expected"",""that"",""these"",""canisters"",""of"",""blue"",""diamond"",""roasted"",""almonds"",""honey"",""would"",""be"",""the"",""same"",""product"",""as"",""the"",""little"",""cans"",""of"",""blue"",""diamond"",""honey"",""roasted"",""almonds"",""a"",""hrefhttpwwwamazoncomgpproductb000zsz5pwblue"",""diamond"",""almonds"",""honey"",""roast""]","[""expected"",""canisters"",""blue"",""diamond"",""roasted"",""almonds"",""honey"",""product"",""little"",""cans"",""blue"",""diamond"",""honey"",""roasted"",""almonds"",""hrefhttpwwwamazoncomgpproductb000zsz5pwblue"",""diamond"",""almonds"",""honey"",""roast""]"
